-1,centro,id,fecha,consumo,reactiva,co2,potenciamax,potenciaact,tarifa,coste
7578,FAC. INFORMATICA,78922,2018-11-12 19:00,7,0,0,7,7,3.1A,696.05
7579,FAC. INFORMATICA,78922,2018-11-12 20:00,7,0,0,7,7,3.1A,696.05
7580,FAC. INFORMATICA,78922,2018-11-12 21:00,7,0,0,7,7,3.1A,696.05
7581,FAC. INFORMATICA,78922,2018-11-12 22:00,8,0,0,8,8,3.1A,696.05
7582,FAC. INFORMATICA,78922,2018-11-12 23:00,7,0,0,7,7,3.1A,696.05
7583,FAC. INFORMATICA,78922,2018-11-13 00:00,4,0,0,4,4,3.1A,696.05
7584,FAC. INFORMATICA,78922,2018-11-13 01:00,9,0,0,9,9,3.1A,696.05
7585,FAC. INFORMATICA,78922,2018-11-13 02:00,9,0,0,9,9,3.1A,696.05
7586,FAC. INFORMATICA,78922,2018-11-13 03:00,9,0,0,9,9,3.1A,696.05
7587,FAC. INFORMATICA,78922,2018-11-13 04:00,9,0,0,9,9,3.1A,696.05
7588,FAC. INFORMATICA,78922,2018-11-13 05:00,9,0,0,9,9,3.1A,696.05
7589,FAC. INFORMATICA,78922,2018-11-13 06:00,9,0,0,9,9,3.1A,696.05
7590,FAC. INFORMATICA,78922,2018-11-13 07:00,8,0,0,8,8,3.1A,696.05
7591,FAC. INFORMATICA,78922,2018-11-13 08:00,8,0,0,8,8,3.1A,696.05
7592,FAC. INFORMATICA,78922,2018-11-13 09:00,4,0,0,4,4,3.1A,696.05
7593,FAC. INFORMATICA,78922,2018-11-13 10:00,4,0,0,4,4,3.1A,696.05
7594,FAC. INFORMATICA,78922,2018-11-13 11:00,5,0,0,5,5,3.1A,696.05
7595,FAC. INFORMATICA,78922,2018-11-13 12:00,4,0,0,4,4,3.1A,696.05
7596,FAC. INFORMATICA,78922,2018-11-13 13:00,4,0,0,4,4,3.1A,696.05
7597,FAC. INFORMATICA,78922,2018-11-13 14:00,4,0,0,4,4,3.1A,696.05
7598,FAC. INFORMATICA,78922,2018-11-13 15:00,4,0,0,4,4,3.1A,696.05
7599,FAC. INFORMATICA,78922,2018-11-13 16:00,4,0,0,4,4,3.1A,696.05
7600,FAC. INFORMATICA,78922,2018-11-13 17:00,4,0,0,4,4,3.1A,696.05
7601,FAC. INFORMATICA,78922,2018-11-13 18:00,7,0,0,7,7,3.1A,696.05
7602,FAC. INFORMATICA,78922,2018-11-13 19:00,8,0,0,8,8,3.1A,696.05
7603,FAC. INFORMATICA,78922,2018-11-13 20:00,8,0,0,8,8,3.1A,696.05
7604,FAC. INFORMATICA,78922,2018-11-13 21:00,8,0,0,8,8,3.1A,696.05
7605,FAC. INFORMATICA,78922,2018-11-13 22:00,8,0,0,8,8,3.1A,696.05
7606,FAC. INFORMATICA,78922,2018-11-13 23:00,8,0,0,8,8,3.1A,696.05
7607,FAC. INFORMATICA,78922,2018-11-14 00:00,4,0,0,4,4,3.1A,696.05
7608,FAC. INFORMATICA,78922,2018-11-14 01:00,9,0,0,9,9,3.1A,696.05
7609,FAC. INFORMATICA,78922,2018-11-14 02:00,9,0,0,9,9,3.1A,696.05
7610,FAC. INFORMATICA,78922,2018-11-14 03:00,9,0,0,9,9,3.1A,696.05
7611,FAC. INFORMATICA,78922,2018-11-14 04:00,9,0,0,9,9,3.1A,696.05
7612,FAC. INFORMATICA,78922,2018-11-14 05:00,9,0,0,9,9,3.1A,696.05
7613,FAC. INFORMATICA,78922,2018-11-14 06:00,8,0,0,8,8,3.1A,696.05
7614,FAC. INFORMATICA,78922,2018-11-14 07:00,8,0,0,8,8,3.1A,696.05
7615,FAC. INFORMATICA,78922,2018-11-14 08:00,8,0,0,8,8,3.1A,696.05
7616,FAC. INFORMATICA,78922,2018-11-14 09:00,4,0,0,4,4,3.1A,696.05
7617,FAC. INFORMATICA,78922,2018-11-14 10:00,4,0,0,4,4,3.1A,696.05
7618,FAC. INFORMATICA,78922,2018-11-14 11:00,4,0,0,4,4,3.1A,696.05
7619,FAC. INFORMATICA,78922,2018-11-14 12:00,4,0,0,4,4,3.1A,696.05
7620,FAC. INFORMATICA,78922,2018-11-14 13:00,5,0,0,5,5,3.1A,696.05
7621,FAC. INFORMATICA,78922,2018-11-14 14:00,5,0,0,5,5,3.1A,696.05
7622,FAC. INFORMATICA,78922,2018-11-14 15:00,4,0,0,4,4,3.1A,696.05
7623,FAC. INFORMATICA,78922,2018-11-14 16:00,4,0,0,4,4,3.1A,696.05
7624,FAC. INFORMATICA,78922,2018-11-14 17:00,4,0,0,4,4,3.1A,696.05
7625,FAC. INFORMATICA,78922,2018-11-14 18:00,8,0,0,8,8,3.1A,696.05
7626,FAC. INFORMATICA,78922,2018-11-14 19:00,8,0,0,8,8,3.1A,696.05
7627,FAC. INFORMATICA,78922,2018-11-14 20:00,8,0,0,8,8,3.1A,696.05
7628,FAC. INFORMATICA,78922,2018-11-14 21:00,8,0,0,8,8,3.1A,696.05
7629,FAC. INFORMATICA,78922,2018-11-14 22:00,7,0,0,7,7,3.1A,696.05
7630,FAC. INFORMATICA,78922,2018-11-14 23:00,7,0,0,7,7,3.1A,696.05
7631,FAC. INFORMATICA,78922,2018-11-15 00:00,4,0,0,4,4,3.1A,696.05
7632,FAC. INFORMATICA,78922,2018-11-15 01:00,8,0,0,8,8,3.1A,696.05
7633,FAC. INFORMATICA,78922,2018-11-15 02:00,8,0,0,8,8,3.1A,696.05
7634,FAC. INFORMATICA,78922,2018-11-15 03:00,9,0,0,9,9,3.1A,696.05
7635,FAC. INFORMATICA,78922,2018-11-15 04:00,9,0,0,9,9,3.1A,696.05
7636,FAC. INFORMATICA,78922,2018-11-15 05:00,9,0,0,9,9,3.1A,696.05
7637,FAC. INFORMATICA,78922,2018-11-15 06:00,9,0,0,9,9,3.1A,696.05
7638,FAC. INFORMATICA,78922,2018-11-15 07:00,8,0,0,8,8,3.1A,696.05
7639,FAC. INFORMATICA,78922,2018-11-15 08:00,8,0,0,8,8,3.1A,696.05
7640,FAC. INFORMATICA,78922,2018-11-15 09:00,4,0,0,4,4,3.1A,696.05
7641,FAC. INFORMATICA,78922,2018-11-15 10:00,4,0,0,4,4,3.1A,696.05
7642,FAC. INFORMATICA,78922,2018-11-15 11:00,4,0,0,4,4,3.1A,696.05
7643,FAC. INFORMATICA,78922,2018-11-15 12:00,4,0,0,4,4,3.1A,696.05
7644,FAC. INFORMATICA,78922,2018-11-15 13:00,4,0,0,4,4,3.1A,696.05
7645,FAC. INFORMATICA,78922,2018-11-15 14:00,4,0,0,4,4,3.1A,696.05
7646,FAC. INFORMATICA,78922,2018-11-15 15:00,4,0,0,4,4,3.1A,696.05
7647,FAC. INFORMATICA,78922,2018-11-15 16:00,4,0,0,4,4,3.1A,696.05
7648,FAC. INFORMATICA,78922,2018-11-15 17:00,4,0,0,4,4,3.1A,696.05
7649,FAC. INFORMATICA,78922,2018-11-15 18:00,7,0,0,7,7,3.1A,696.05
7650,FAC. INFORMATICA,78922,2018-11-15 19:00,7,0,0,7,7,3.1A,696.05
7651,FAC. INFORMATICA,78922,2018-11-15 20:00,7,0,0,7,7,3.1A,696.05
7652,FAC. INFORMATICA,78922,2018-11-15 21:00,8,0,0,8,8,3.1A,696.05
7653,FAC. INFORMATICA,78922,2018-11-15 22:00,7,0,0,7,7,3.1A,696.05
7654,FAC. INFORMATICA,78922,2018-11-15 23:00,8,0,0,8,8,3.1A,696.05
7655,FAC. INFORMATICA,78922,2018-11-16 00:00,4,0,0,4,4,3.1A,696.05
7656,FAC. INFORMATICA,78922,2018-11-16 01:00,8,0,0,8,8,3.1A,696.05
7657,FAC. INFORMATICA,78922,2018-11-16 02:00,8,0,0,8,8,3.1A,696.05
7658,FAC. INFORMATICA,78922,2018-11-16 03:00,8,0,0,8,8,3.1A,696.05
7659,FAC. INFORMATICA,78922,2018-11-16 04:00,9,0,0,9,9,3.1A,696.05
7660,FAC. INFORMATICA,78922,2018-11-16 05:00,9,0,0,9,9,3.1A,696.05
7661,FAC. INFORMATICA,78922,2018-11-16 06:00,8,0,0,8,8,3.1A,696.05
7662,FAC. INFORMATICA,78922,2018-11-16 07:00,9,0,0,9,9,3.1A,696.05
7663,FAC. INFORMATICA,78922,2018-11-16 08:00,9,0,0,9,9,3.1A,696.05
7664,FAC. INFORMATICA,78922,2018-11-16 09:00,4,0,0,4,4,3.1A,696.05
7665,FAC. INFORMATICA,78922,2018-11-16 10:00,4,0,0,4,4,3.1A,696.05
7666,FAC. INFORMATICA,78922,2018-11-16 11:00,4,0,0,4,4,3.1A,696.05
7667,FAC. INFORMATICA,78922,2018-11-16 12:00,4,0,0,4,4,3.1A,696.05
7668,FAC. INFORMATICA,78922,2018-11-16 13:00,4,0,0,4,4,3.1A,696.05
7669,FAC. INFORMATICA,78922,2018-11-16 14:00,4,0,0,4,4,3.1A,696.05
7670,FAC. INFORMATICA,78922,2018-11-16 15:00,4,0,0,4,4,3.1A,696.05
7671,FAC. INFORMATICA,78922,2018-11-16 16:00,4,0,0,4,4,3.1A,696.05
7672,FAC. INFORMATICA,78922,2018-11-16 17:00,4,0,0,4,4,3.1A,696.05
7673,FAC. INFORMATICA,78922,2018-11-16 18:00,7,0,0,7,7,3.1A,696.05
7674,FAC. INFORMATICA,78922,2018-11-16 19:00,8,0,0,8,8,3.1A,696.05
7675,FAC. INFORMATICA,78922,2018-11-16 20:00,8,0,0,8,8,3.1A,696.05
7676,FAC. INFORMATICA,78922,2018-11-16 21:00,8,0,0,8,8,3.1A,696.05
7677,FAC. INFORMATICA,78922,2018-11-16 22:00,8,0,0,8,8,3.1A,696.05
7678,FAC. INFORMATICA,78922,2018-11-16 23:00,7,0,0,7,7,3.1A,696.05
7679,FAC. INFORMATICA,78922,2018-11-17 00:00,4,0,0,4,4,3.1A,696.05
7680,FAC. INFORMATICA,78922,2018-11-17 01:00,8,0,0,8,8,3.1A,696.05
7681,FAC. INFORMATICA,78922,2018-11-17 02:00,8,0,0,8,8,3.1A,696.05
7682,FAC. INFORMATICA,78922,2018-11-17 03:00,8,0,0,8,8,3.1A,696.05
7683,FAC. INFORMATICA,78922,2018-11-17 04:00,9,0,0,9,9,3.1A,696.05
7684,FAC. INFORMATICA,78922,2018-11-17 05:00,9,0,0,9,9,3.1A,696.05
7685,FAC. INFORMATICA,78922,2018-11-17 06:00,8,0,0,8,8,3.1A,696.05
7686,FAC. INFORMATICA,78922,2018-11-17 07:00,9,0,0,9,9,3.1A,696.05
7687,FAC. INFORMATICA,78922,2018-11-17 08:00,9,0,0,9,9,3.1A,696.05
7688,FAC. INFORMATICA,78922,2018-11-17 09:00,8,0,0,8,8,3.1A,696.05
7689,FAC. INFORMATICA,78922,2018-11-17 10:00,9,0,0,9,9,3.1A,696.05
7690,FAC. INFORMATICA,78922,2018-11-17 11:00,8,0,0,8,8,3.1A,696.05
7691,FAC. INFORMATICA,78922,2018-11-17 12:00,8,0,0,8,8,3.1A,696.05
7692,FAC. INFORMATICA,78922,2018-11-17 13:00,8,0,0,8,8,3.1A,696.05
7693,FAC. INFORMATICA,78922,2018-11-17 14:00,9,0,0,9,9,3.1A,696.05
7694,FAC. INFORMATICA,78922,2018-11-17 15:00,9,0,0,9,9,3.1A,696.05
7695,FAC. INFORMATICA,78922,2018-11-17 16:00,9,0,0,9,9,3.1A,696.05
7696,FAC. INFORMATICA,78922,2018-11-17 17:00,9,0,0,9,9,3.1A,696.05
7697,FAC. INFORMATICA,78922,2018-11-17 18:00,8,0,0,8,8,3.1A,696.05
7698,FAC. INFORMATICA,78922,2018-11-17 19:00,4,0,0,4,4,3.1A,696.05
7699,FAC. INFORMATICA,78922,2018-11-17 20:00,4,0,0,4,4,3.1A,696.05
7700,FAC. INFORMATICA,78922,2018-11-17 21:00,4,0,0,4,4,3.1A,696.05
7701,FAC. INFORMATICA,78922,2018-11-17 22:00,4,0,0,4,4,3.1A,696.05
7702,FAC. INFORMATICA,78922,2018-11-17 23:00,4,0,0,4,4,3.1A,696.05
7703,FAC. INFORMATICA,78922,2018-11-18 00:00,4,0,0,4,4,3.1A,696.05
7704,FAC. INFORMATICA,78922,2018-11-18 01:00,9,0,0,9,9,3.1A,696.05
7705,FAC. INFORMATICA,78922,2018-11-18 02:00,9,0,0,9,9,3.1A,696.05
7706,FAC. INFORMATICA,78922,2018-11-18 03:00,9,0,0,9,9,3.1A,696.05
7707,FAC. INFORMATICA,78922,2018-11-18 04:00,9,0,0,9,9,3.1A,696.05
7708,FAC. INFORMATICA,78922,2018-11-18 05:00,9,0,0,9,9,3.1A,696.05
7709,FAC. INFORMATICA,78922,2018-11-18 06:00,9,0,0,9,9,3.1A,696.05
7710,FAC. INFORMATICA,78922,2018-11-18 07:00,9,0,0,9,9,3.1A,696.05
7711,FAC. INFORMATICA,78922,2018-11-18 08:00,8,0,0,8,8,3.1A,696.05
7712,FAC. INFORMATICA,78922,2018-11-18 09:00,8,0,0,8,8,3.1A,696.05
7713,FAC. INFORMATICA,78922,2018-11-18 10:00,8,0,0,8,8,3.1A,696.05
7714,FAC. INFORMATICA,78922,2018-11-18 11:00,9,0,0,9,9,3.1A,696.05
7715,FAC. INFORMATICA,78922,2018-11-18 12:00,9,0,0,9,9,3.1A,696.05
7716,FAC. INFORMATICA,78922,2018-11-18 13:00,8,0,0,8,8,3.1A,696.05
7717,FAC. INFORMATICA,78922,2018-11-18 14:00,8,0,0,8,8,3.1A,696.05
7718,FAC. INFORMATICA,78922,2018-11-18 15:00,9,0,0,9,9,3.1A,696.05
7719,FAC. INFORMATICA,78922,2018-11-18 16:00,8,0,0,8,8,3.1A,696.05
7720,FAC. INFORMATICA,78922,2018-11-18 17:00,8,0,0,8,8,3.1A,696.05
7721,FAC. INFORMATICA,78922,2018-11-18 18:00,8,0,0,8,8,3.1A,696.05
7722,FAC. INFORMATICA,78922,2018-11-18 19:00,4,0,0,4,4,3.1A,696.05
7723,FAC. INFORMATICA,78922,2018-11-18 20:00,4,0,0,4,4,3.1A,696.05
7724,FAC. INFORMATICA,78922,2018-11-18 21:00,4,0,0,4,4,3.1A,696.05
7725,FAC. INFORMATICA,78922,2018-11-18 22:00,4,0,0,4,4,3.1A,696.05
7726,FAC. INFORMATICA,78922,2018-11-18 23:00,4,0,0,4,4,3.1A,696.05
7727,FAC. INFORMATICA,78922,2018-11-19 00:00,4,0,0,4,4,3.1A,696.05
7728,FAC. INFORMATICA,78922,2018-11-19 01:00,7,0,0,7,7,3.1A,696.05
7729,FAC. INFORMATICA,78922,2018-11-19 02:00,8,0,0,8,8,3.1A,696.05
7730,FAC. INFORMATICA,78922,2018-11-19 03:00,8,0,0,8,8,3.1A,696.05
7731,FAC. INFORMATICA,78922,2018-11-19 04:00,9,0,0,9,9,3.1A,696.05
7732,FAC. INFORMATICA,78922,2018-11-19 05:00,8,0,0,8,8,3.1A,696.05
7733,FAC. INFORMATICA,78922,2018-11-19 06:00,8,0,0,8,8,3.1A,696.05
7734,FAC. INFORMATICA,78922,2018-11-19 07:00,8,0,0,8,8,3.1A,696.05
7735,FAC. INFORMATICA,78922,2018-11-19 08:00,8,0,0,8,8,3.1A,696.05
7736,FAC. INFORMATICA,78922,2018-11-19 09:00,4,0,0,4,4,3.1A,696.05
7737,FAC. INFORMATICA,78922,2018-11-19 10:00,4,0,0,4,4,3.1A,696.05
7738,FAC. INFORMATICA,78922,2018-11-19 11:00,4,0,0,4,4,3.1A,696.05
7739,FAC. INFORMATICA,78922,2018-11-19 12:00,4,0,0,4,4,3.1A,696.05
7740,FAC. INFORMATICA,78922,2018-11-19 13:00,4,0,0,4,4,3.1A,696.05
7741,FAC. INFORMATICA,78922,2018-11-19 14:00,4,0,0,4,4,3.1A,696.05
7742,FAC. INFORMATICA,78922,2018-11-19 15:00,4,0,0,4,4,3.1A,696.05
7743,FAC. INFORMATICA,78922,2018-11-19 16:00,4,0,0,4,4,3.1A,696.05
7744,FAC. INFORMATICA,78922,2018-11-19 17:00,4,0,0,4,4,3.1A,696.05
7745,FAC. INFORMATICA,78922,2018-11-19 18:00,7,0,0,7,7,3.1A,696.05
7746,FAC. INFORMATICA,78922,2018-11-19 19:00,7,0,0,7,7,3.1A,696.05
7747,FAC. INFORMATICA,78922,2018-11-19 20:00,7,0,0,7,7,3.1A,696.05
7748,FAC. INFORMATICA,78922,2018-11-19 21:00,7,0,0,7,7,3.1A,696.05
7749,FAC. INFORMATICA,78922,2018-11-19 22:00,8,0,0,8,8,3.1A,696.05
7750,FAC. INFORMATICA,78922,2018-11-19 23:00,7,0,0,7,7,3.1A,696.05
7751,FAC. INFORMATICA,78922,2018-11-20 00:00,4,0,0,4,4,3.1A,696.05
7752,FAC. INFORMATICA,78922,2018-11-20 01:00,9,0,0,9,9,3.1A,696.05
7753,FAC. INFORMATICA,78922,2018-11-20 02:00,9,0,0,9,9,3.1A,696.05
7754,FAC. INFORMATICA,78922,2018-11-20 03:00,9,0,0,9,9,3.1A,696.05
7755,FAC. INFORMATICA,78922,2018-11-20 04:00,9,0,0,9,9,3.1A,696.05
7756,FAC. INFORMATICA,78922,2018-11-20 05:00,9,0,0,9,9,3.1A,696.05
7757,FAC. INFORMATICA,78922,2018-11-20 06:00,9,0,0,9,9,3.1A,696.05
7758,FAC. INFORMATICA,78922,2018-11-20 07:00,8,0,0,8,8,3.1A,696.05
7759,FAC. INFORMATICA,78922,2018-11-20 08:00,8,0,0,8,8,3.1A,696.05
7760,FAC. INFORMATICA,78922,2018-11-20 09:00,4,0,0,4,4,3.1A,696.05
7761,FAC. INFORMATICA,78922,2018-11-20 10:00,4,0,0,4,4,3.1A,696.05
7762,FAC. INFORMATICA,78922,2018-11-20 11:00,5,0,0,5,5,3.1A,696.05
7763,FAC. INFORMATICA,78922,2018-11-20 12:00,4,0,0,4,4,3.1A,696.05
7764,FAC. INFORMATICA,78922,2018-11-20 13:00,4,0,0,4,4,3.1A,696.05
7765,FAC. INFORMATICA,78922,2018-11-20 14:00,4,0,0,4,4,3.1A,696.05
7766,FAC. INFORMATICA,78922,2018-11-20 15:00,4,0,0,4,4,3.1A,696.05
7767,FAC. INFORMATICA,78922,2018-11-20 16:00,4,0,0,4,4,3.1A,696.05
7768,FAC. INFORMATICA,78922,2018-11-20 17:00,4,0,0,4,4,3.1A,696.05
7769,FAC. INFORMATICA,78922,2018-11-20 18:00,7,0,0,7,7,3.1A,696.05
7770,FAC. INFORMATICA,78922,2018-11-20 19:00,8,0,0,8,8,3.1A,696.05
7771,FAC. INFORMATICA,78922,2018-11-20 20:00,8,0,0,8,8,3.1A,696.05
7772,FAC. INFORMATICA,78922,2018-11-20 21:00,8,0,0,8,8,3.1A,696.05
7773,FAC. INFORMATICA,78922,2018-11-20 22:00,8,0,0,8,8,3.1A,696.05
7774,FAC. INFORMATICA,78922,2018-11-20 23:00,8,0,0,8,8,3.1A,696.05
7775,FAC. INFORMATICA,78922,2018-11-21 00:00,4,0,0,4,4,3.1A,696.05
7776,FAC. INFORMATICA,78922,2018-11-21 01:00,9,0,0,9,9,3.1A,696.05
7777,FAC. INFORMATICA,78922,2018-11-21 02:00,9,0,0,9,9,3.1A,696.05
7778,FAC. INFORMATICA,78922,2018-11-21 03:00,9,0,0,9,9,3.1A,696.05
7779,FAC. INFORMATICA,78922,2018-11-21 04:00,9,0,0,9,9,3.1A,696.05
7780,FAC. INFORMATICA,78922,2018-11-21 05:00,9,0,0,9,9,3.1A,696.05
7781,FAC. INFORMATICA,78922,2018-11-21 06:00,8,0,0,8,8,3.1A,696.05
7782,FAC. INFORMATICA,78922,2018-11-21 07:00,8,0,0,8,8,3.1A,696.05
7783,FAC. INFORMATICA,78922,2018-11-21 08:00,8,0,0,8,8,3.1A,696.05
7784,FAC. INFORMATICA,78922,2018-11-21 09:00,4,0,0,4,4,3.1A,696.05
7785,FAC. INFORMATICA,78922,2018-11-21 10:00,4,0,0,4,4,3.1A,696.05
7786,FAC. INFORMATICA,78922,2018-11-21 11:00,4,0,0,4,4,3.1A,696.05
7787,FAC. INFORMATICA,78922,2018-11-21 12:00,4,0,0,4,4,3.1A,696.05
7788,FAC. INFORMATICA,78922,2018-11-21 13:00,5,0,0,5,5,3.1A,696.05
7789,FAC. INFORMATICA,78922,2018-11-21 14:00,5,0,0,5,5,3.1A,696.05
7790,FAC. INFORMATICA,78922,2018-11-21 15:00,4,0,0,4,4,3.1A,696.05
7791,FAC. INFORMATICA,78922,2018-11-21 16:00,4,0,0,4,4,3.1A,696.05
7792,FAC. INFORMATICA,78922,2018-11-21 17:00,4,0,0,4,4,3.1A,696.05
7793,FAC. INFORMATICA,78922,2018-11-21 18:00,8,0,0,8,8,3.1A,696.05
7794,FAC. INFORMATICA,78922,2018-11-21 19:00,8,0,0,8,8,3.1A,696.05
7795,FAC. INFORMATICA,78922,2018-11-21 20:00,8,0,0,8,8,3.1A,696.05
7796,FAC. INFORMATICA,78922,2018-11-21 21:00,8,0,0,8,8,3.1A,696.05
7797,FAC. INFORMATICA,78922,2018-11-21 22:00,7,0,0,7,7,3.1A,696.05
7798,FAC. INFORMATICA,78922,2018-11-21 23:00,7,0,0,7,7,3.1A,696.05
7799,FAC. INFORMATICA,78922,2018-11-22 00:00,4,0,0,4,4,3.1A,696.05
7800,FAC. INFORMATICA,78922,2018-11-22 01:00,8,0,0,8,8,3.1A,696.05
7801,FAC. INFORMATICA,78922,2018-11-22 02:00,8,0,0,8,8,3.1A,696.05
7802,FAC. INFORMATICA,78922,2018-11-22 03:00,9,0,0,9,9,3.1A,696.05
7803,FAC. INFORMATICA,78922,2018-11-22 04:00,9,0,0,9,9,3.1A,696.05
7804,FAC. INFORMATICA,78922,2018-11-22 05:00,9,0,0,9,9,3.1A,696.05
7805,FAC. INFORMATICA,78922,2018-11-22 06:00,9,0,0,9,9,3.1A,696.05
7806,FAC. INFORMATICA,78922,2018-11-22 07:00,8,0,0,8,8,3.1A,696.05
7807,FAC. INFORMATICA,78922,2018-11-22 08:00,8,0,0,8,8,3.1A,696.05
7808,FAC. INFORMATICA,78922,2018-11-22 09:00,4,0,0,4,4,3.1A,696.05
7809,FAC. INFORMATICA,78922,2018-11-22 10:00,4,0,0,4,4,3.1A,696.05
7810,FAC. INFORMATICA,78922,2018-11-22 11:00,4,0,0,4,4,3.1A,696.05
7811,FAC. INFORMATICA,78922,2018-11-22 12:00,4,0,0,4,4,3.1A,696.05
7812,FAC. INFORMATICA,78922,2018-11-22 13:00,4,0,0,4,4,3.1A,696.05
7813,FAC. INFORMATICA,78922,2018-11-22 14:00,4,0,0,4,4,3.1A,696.05
7814,FAC. INFORMATICA,78922,2018-11-22 15:00,4,0,0,4,4,3.1A,696.05
7815,FAC. INFORMATICA,78922,2018-11-22 16:00,4,0,0,4,4,3.1A,696.05
7816,FAC. INFORMATICA,78922,2018-11-22 17:00,4,0,0,4,4,3.1A,696.05
7817,FAC. INFORMATICA,78922,2018-11-22 18:00,7,0,0,7,7,3.1A,696.05
7818,FAC. INFORMATICA,78922,2018-11-22 19:00,7,0,0,7,7,3.1A,696.05
7819,FAC. INFORMATICA,78922,2018-11-22 20:00,7,0,0,7,7,3.1A,696.05
7820,FAC. INFORMATICA,78922,2018-11-22 21:00,8,0,0,8,8,3.1A,696.05
7821,FAC. INFORMATICA,78922,2018-11-22 22:00,7,0,0,7,7,3.1A,696.05
7822,FAC. INFORMATICA,78922,2018-11-22 23:00,8,0,0,8,8,3.1A,696.05
7823,FAC. INFORMATICA,78922,2018-11-23 00:00,4,0,0,4,4,3.1A,696.05
7824,FAC. INFORMATICA,78922,2018-11-23 01:00,8,0,0,8,8,3.1A,696.05
7825,FAC. INFORMATICA,78922,2018-11-23 02:00,8,0,0,8,8,3.1A,696.05
7826,FAC. INFORMATICA,78922,2018-11-23 03:00,8,0,0,8,8,3.1A,696.05
7827,FAC. INFORMATICA,78922,2018-11-23 04:00,9,0,0,9,9,3.1A,696.05
7828,FAC. INFORMATICA,78922,2018-11-23 05:00,9,0,0,9,9,3.1A,696.05
7829,FAC. INFORMATICA,78922,2018-11-23 06:00,8,0,0,8,8,3.1A,696.05
7830,FAC. INFORMATICA,78922,2018-11-23 07:00,9,0,0,9,9,3.1A,696.05
7831,FAC. INFORMATICA,78922,2018-11-23 08:00,9,0,0,9,9,3.1A,696.05
7832,FAC. INFORMATICA,78922,2018-11-23 09:00,4,0,0,4,4,3.1A,696.05
7833,FAC. INFORMATICA,78922,2018-11-23 10:00,4,0,0,4,4,3.1A,696.05
7834,FAC. INFORMATICA,78922,2018-11-23 11:00,4,0,0,4,4,3.1A,696.05
7835,FAC. INFORMATICA,78922,2018-11-23 12:00,4,0,0,4,4,3.1A,696.05
7836,FAC. INFORMATICA,78922,2018-11-23 13:00,4,0,0,4,4,3.1A,696.05
7837,FAC. INFORMATICA,78922,2018-11-23 14:00,4,0,0,4,4,3.1A,696.05
7838,FAC. INFORMATICA,78922,2018-11-23 15:00,4,0,0,4,4,3.1A,696.05
7839,FAC. INFORMATICA,78922,2018-11-23 16:00,4,0,0,4,4,3.1A,696.05
7840,FAC. INFORMATICA,78922,2018-11-23 17:00,4,0,0,4,4,3.1A,696.05
7841,FAC. INFORMATICA,78922,2018-11-23 18:00,7,0,0,7,7,3.1A,696.05
7842,FAC. INFORMATICA,78922,2018-11-23 19:00,8,0,0,8,8,3.1A,696.05
7843,FAC. INFORMATICA,78922,2018-11-23 20:00,8,0,0,8,8,3.1A,696.05
7844,FAC. INFORMATICA,78922,2018-11-23 21:00,8,0,0,8,8,3.1A,696.05
7845,FAC. INFORMATICA,78922,2018-11-23 22:00,8,0,0,8,8,3.1A,696.05
7846,FAC. INFORMATICA,78922,2018-11-23 23:00,7,0,0,7,7,3.1A,696.05
7847,FAC. INFORMATICA,78922,2018-11-24 00:00,4,0,0,4,4,3.1A,696.05
7848,FAC. INFORMATICA,78922,2018-11-24 01:00,8,0,0,8,8,3.1A,696.05
7849,FAC. INFORMATICA,78922,2018-11-24 02:00,8,0,0,8,8,3.1A,696.05
7850,FAC. INFORMATICA,78922,2018-11-24 03:00,8,0,0,8,8,3.1A,696.05
7851,FAC. INFORMATICA,78922,2018-11-24 04:00,9,0,0,9,9,3.1A,696.05
7852,FAC. INFORMATICA,78922,2018-11-24 05:00,9,0,0,9,9,3.1A,696.05
7853,FAC. INFORMATICA,78922,2018-11-24 06:00,8,0,0,8,8,3.1A,696.05
7854,FAC. INFORMATICA,78922,2018-11-24 07:00,9,0,0,9,9,3.1A,696.05
7855,FAC. INFORMATICA,78922,2018-11-24 08:00,9,0,0,9,9,3.1A,696.05
7856,FAC. INFORMATICA,78922,2018-11-24 09:00,8,0,0,8,8,3.1A,696.05
7857,FAC. INFORMATICA,78922,2018-11-24 10:00,9,0,0,9,9,3.1A,696.05
7858,FAC. INFORMATICA,78922,2018-11-24 11:00,8,0,0,8,8,3.1A,696.05
7859,FAC. INFORMATICA,78922,2018-11-24 12:00,8,0,0,8,8,3.1A,696.05
7860,FAC. INFORMATICA,78922,2018-11-24 13:00,8,0,0,8,8,3.1A,696.05
7861,FAC. INFORMATICA,78922,2018-11-24 14:00,9,0,0,9,9,3.1A,696.05
7862,FAC. INFORMATICA,78922,2018-11-24 15:00,9,0,0,9,9,3.1A,696.05
7863,FAC. INFORMATICA,78922,2018-11-24 16:00,9,0,0,9,9,3.1A,696.05
7864,FAC. INFORMATICA,78922,2018-11-24 17:00,9,0,0,9,9,3.1A,696.05
7865,FAC. INFORMATICA,78922,2018-11-24 18:00,8,0,0,8,8,3.1A,696.05
7866,FAC. INFORMATICA,78922,2018-11-24 19:00,4,0,0,4,4,3.1A,696.05
7867,FAC. INFORMATICA,78922,2018-11-24 20:00,4,0,0,4,4,3.1A,696.05
